release_date,brand_name,model,gender,len_colorway,main_color,upper_material,technology,len_size,unique,price,days_since_release,log_price
2005-11-19,Air Jordan,Wmns Air Jordan 14 Retro 'Linen',women,6,White,Leather,Zoom Air,38,1,674.0,7105,6.513230110912307
2005-12-24,Air Jordan,Air Jordan 14 Retro 'Last Shot' 2005,men,4,Black,Leather,Zoom Air,39,0,731.0,7070,6.594413459749778
2005-02-26,Air Jordan,Air Jordan 13 Retro 'Altitude' 2005,men,3,Black,Leather,Zoom Air,39,1,390.0,7371,5.966146739123692
2005-10-22,Air Jordan,Wmns Air Jordan 14 Retro 'Real Pink',women,5,Black,Suede,Zoom Air,38,0,660.0,7133,6.492239835020471
2005-07-01,Nike,Stüssy x Dunk Low Pro SB 'Cherry',men,4,Pink,Unknown,Zoom Air,39,0,2659.0,7246,7.88570539124302
2005-01-22,Air Jordan,Air Jordan 13 Retro 'Neutral Grey',men,5,Grey,Leather,Zoom Air,39,0,396.0,7406,5.981414211254481
2005-05-07,Air Jordan,Air Jordan 10 Retro 'Steel' 2005,men,5,White,Unknown,Air,39,0,411.0,7301,6.018593214496234
2005-11-09,Nike,Air Max 95 Classic 'History of Air - Neon',men,6,Grey,Unknown,Air,39,0,330.0,7115,5.799092654460526
2005-07-01,Nike,LeBron Zoom 20-5-5 'Black Red',men,3,Black,Unknown,Basic,39,0,724.0,7246,6.584791392385716
2005-05-01,Nike,Dunk Low Pro SB 'Cinco De Mayo',men,2,White,Unknown,Zoom Air,39,0,1109.0,7307,7.011213987350367
2005-04-09,Air Jordan,Air Jordan 20 OG 'Quickstrike',men,4,White,Leather,Independent Podular Suspension,39,0,291.0,7329,5.673323267171493
2005-05-21,Air Jordan,Air Jordan 13 Retro Low 'White Varsity Maize',men,6,White,Leather,Zoom Air,39,0,430.0,7287,6.063785208687608
2005-10-22,Air Jordan,Air Jordan 14 Retro 'Forest',men,6,White,Leather,Zoom Air,39,0,346.0,7133,5.846438775057725
2005-02-19,Air Jordan,Air Jordan 20 OG 'White Varsity Red',men,4,White,Leather,Independent Podular Suspension,39,0,678.0,7378,6.519147287940395
2005-05-01,Nike,Dunk Low Pro SB 'J Pack',men,3,Black,Unknown,Zoom Air,39,0,2181.0,7307,7.687538766201629
2005-07-23,Air Jordan,Air Jordan 10 Retro 'Linen' 2005,men,3,White,Unknown,Air,39,1,776.0,7224,6.654152520183219
2005-05-01,Nike,Air Max Penny B 'Knicks' 2005,men,4,Black,Unknown,Air,39,0,806.0,7307,6.692083742506628
2005-07-01,Air Jordan,Air Jordan 20 OG 'West Coast',men,4,Blue,Nubuck,Independent Podular Suspension,39,1,224.0,7246,5.4116460518550396
2005-10-01,Nike,Dunk Low Pro SB 'De La Soul',men,2,White,Unknown,Zoom Air,39,1,629.0,7154,6.444131256700441
2006-05-20,Air Jordan,Air Jordan 4 Retro 'Pure Money' 2006,men,3,White,Leather,Air,39,0,807.0,6923,6.693323668269949
2006-08-23,Air Jordan,Air Jordan 4 Retro LS 'Lightning' 2006,men,6,Yellow,Nubuck,Air,39,0,1266.0,6828,7.143617602704121
2006-05-20,Air Jordan,Air Jordan 4 Retro 'Black Cat' 2006,men,4,Black,Unknown,Air,39,0,1066.0,6923,6.97166860472579
2006-07-22,Air Jordan,Air Jordan 4 Retro 'Mars Blackmon',men,4,White,Leather,Air,39,0,335.0,6860,5.814130531825066
2006-09-09,Air Jordan,Air Jordan 4 Retro 'Military Blue' 2006,men,6,White,Leather,Air,39,0,337.0,6811,5.820082930352362
2006-11-18,Air Jordan,Air Jordan 5 Retro LS 'Olive',men,4,Green,Unknown,Air,39,0,350.0,6741,5.857933154483459
2006-10-21,Air Jordan,Wmns Air Jordan 5 Retro 'Stealth',women,3,Silver,Unknown,Air,38,0,874.0,6769,6.773080375655535
2006-05-20,Air Jordan,Air Jordan 4 Retro LS 'Tour Yellow',men,7,White,Leather,Air,39,0,520.0,6923,6.253828811575473
2006-07-22,Air Jordan,Wmns Air Jordan 4 Retro 'Linen' 2006,women,5,White,Leather,Air,38,0,716.0,6860,6.573680166960646
2006-12-16,Air Jordan,Air Jordan 5 Retro 'Fire Red' 2006,men,4,White,Leather,Air,39,0,351.0,6713,5.860786223465865
2006-09-23,Air Jordan,Air Jordan 5 Retro 'Green Bean' 2006,men,4,Silver,Unknown,Air,39,0,214.0,6797,5.365976015021851
2006-06-24,Air Jordan,Air Jordan 4 Retro LS 'Mist Blue',men,7,Grey,Nubuck,Air,39,0,743.0,6888,6.610696044717759
2006-09-30,Air Jordan,Air Jordan 5 Retro LS 'Grape' 2006,men,4,White,Unknown,Air,39,1,285.0,6790,5.652489180268651
2006-12-16,Air Jordan,Air Jordan 5 Retro LS 'Burgundy' 2006,men,4,Red,Suede,Air,39,0,482.0,6713,6.1779441140506
2006-10-21,Air Jordan,Air Jordan 5 Retro 'Stealth',men,3,White,Unknown,Air,39,0,295.0,6769,5.68697535633982
2006-08-19,Air Jordan,Air Jordan 5 Retro LS 'UNC',men,3,Black,Unknown,Air,39,0,1135.0,6832,7.034387929915503
2006-08-23,Air Jordan,Air Jordan 4 Retro LS 'Thunder' 2006,men,4,Black,Nubuck,Air,39,0,938.0,6828,6.843749949006225
2006-09-23,Air Jordan,Wmns Air Jordan 5 Retro 'Sunset',women,4,White,Unknown,Air,38,0,417.0,6797,6.0330862217988015
2006-07-22,Air Jordan,Air Jordan 4 Retro PS 'Linen' 2006,men,5,White,Leather,Basic,39,0,564.0,6860,6.335054251498059
2006-10-01,Nike,Air Force 1 Premium 'Frankenstein',men,4,Green,Unknown,Air,39,0,639.0,6789,6.459904454377535
2006-01-28,Air Jordan,Air Jordan 11 Retro 'Concord - Defining Moments Pack',men,4,White,Unknown,Air,39,0,482.0,7035,6.1779441140506
2006-01-01,Nike,Air Force 1 Premium 'Woodgrain',men,3,Brown,Unknown,Air,39,1,445.0,7062,6.09807428216624
2006-01-14,Air Jordan,Air Jordan 14 Retro 'Black University Blue',men,6,Black,Suede,Zoom Air,39,0,343.0,7049,5.8377304471659395
2006-02-18,Air Jordan,Air Jordan 21 OG 'Red Suede',men,5,Red,Suede,Independent Podular Suspension,39,0,860.0,7014,6.756932389247553
2007-01-01,Nike,Dunk Low Pro SB 'Freddy Krueger',men,2,Multi-Color,Unknown,Zoom Air,39,0,130708.0,6697,11.780721106614413
2007-10-01,Nike,Dunk Low SB 'What The Dunk',men,6,White,Unknown,Zoom Air,39,0,14399.0,6424,9.57491403870827
2007-01-20,Air Jordan,Air Jordan 5 Retro 'Black Metallic' 2007,men,4,Black,Nubuck,Air,39,1,469.0,6678,6.150602768446279
2007-01-20,Air Jordan,Wmns Air Jordan 5 Retro Low 'White Metallic' 2006,women,4,White,Leather,Air,38,0,431.0,6678,6.066108090103747
2007-04-28,Nike,Air Force 1 '07 'Wheat',men,2,Tan,Unknown,Air,39,0,185.0,6580,5.220355825078324
2007-11-15,Air Jordan,Air Jordan 15 Retro 'Stealth' 2007,men,3,Black,Leather,Zoom Air,39,0,482.0,6379,6.1779441140506
2007-05-12,Air Jordan,Air Jordan 3 Retro 'Pure Money' 2007,men,3,White,Leather,Air,39,0,803.0,6566,6.688354713946762
2007-06-16,Air Jordan,Air Jordan 3 Retro 'Black Cat',men,3,Black,Unknown,Air,39,0,939.0,6531,6.844815479208263
2007-04-14,Air Jordan,Air Jordan 3 Retro LS 'Do The Right Thing',men,5,Blue,Unknown,Air,39,1,776.0,6594,6.654152520183219
2007-07-24,Nike,Dunk High SB Premium 'MF Doom',men,5,Black,Unknown,Zoom Air,39,0,2899.0,6493,7.972121128921655
2007-02-17,Air Jordan,Air Jordan 22 OG 'Basketball Leather',men,4,Brown,Leather,Independent Podular Suspension,39,1,285.0,6650,5.652489180268651
2007-05-26,Nike,Air Max 90 Premium 'Warhawk',men,7,Tan,Leather,Air,39,0,3030.0,6552,8.016317898503415
2007-01-01,Nike,Air Force 1 Premium 07,men,4,Brown,Unknown,Air,39,0,430.0,6697,6.063785208687608
2007-11-19,Nike,Air Max 95 LE DB 'Doernbecher',men,3,Blue,Unknown,Air,39,0,645.0,6375,6.4692503167957724
2007-05-26,Air Jordan,Air Jordan 1 Retro Low 'East Side',men,4,White,Leather,Air,39,0,658.0,6552,6.489204931325317
2007-01-01,Nike,Dunk Low Pro SB 'Mocha',men,3,Brown,Suede,Zoom Air,39,0,357.0,6697,5.877735781779639
2007-06-01,Nike,Dunk Low Pro SB 'Trail',men,5,White,Suede,Zoom Air,39,0,3302.0,6546,8.102283624480073
2007-01-06,Nike,Air Force 1 Lux '07 'Crocodile',men,6,Brown,Leather,Air,39,1,2311.0,6692,7.745435610274381
2007-01-01,Nike,Air Force 1 Supreme Vib I/O 07 'Rosie's Dry Goods',men,3,Black,Unknown,Air,39,1,174.0,6697,5.159055299214529
2007-12-22,Air Jordan,Air Jordan 8 Retro 'Playoff' 2007,men,4,Black,Durabuck,Air,39,0,468.0,6342,6.148468295917647
2007-03-24,Air Jordan,Air Jordan 3 Retro 'Fire Red' 2007,men,4,White,Unknown,Air,39,0,316.0,6615,5.755742213586912
2007-01-01,Nike,Air Foamposite One 'Royal' 2007,men,4,Blue,Foamposite,Air,39,0,452.0,6697,6.113682179832232
2007-10-20,Air Jordan,Air Jordan 8 Retro 'Orange Blaze',men,3,White,Leather,Air,39,0,482.0,6405,6.1779441140506
2007-09-22,Air Jordan,Wmns Air Jordan 8 Retro 'White Aqua',women,4,White,Leather,Air,38,0,359.0,6433,5.883322388488279
2008-06-21,Air Jordan,Air Jordan 5 Retro 'Countdown Pack',men,3,White,Unknown,Air,39,0,368.0,6160,5.908082938168931
2008-07-19,Air Jordan,Air Jordan 4 Retro 'Countdown Pack',men,5,Black,Nubuck,Air,39,0,598.0,6132,6.393590753950631
2008-01-01,Air Jordan,Air Jordan 5 Retro 'Countdown Pack Motorsports' Sample,men,3,White,Unknown,Air,39,0,6296.0,6332,8.74766979009724
2008-04-28,Air Jordan,Air Jordan Fusion 5,men,4,Black,Unknown,Basic,39,0,234.0,6214,5.455321115357702
2008-05-31,Air Jordan,Air Jordan Fusion 5 Low,men,3,White,Unknown,Basic,39,0,137.0,6181,4.919980925828125
2008-08-01,Nike,Air Force 1 Low Premium 'Bird's Nest',men,4,Brown,Unknown,Air,39,0,115.0,6119,4.74493212836325
2008-11-15,Air Jordan,Air Jordan 15 Retro 'Countdown Pack',men,3,Black,Leather,Zoom Air,39,0,207.0,6013,5.332718793265369
2008-08-23,Air Jordan,Air Jordan 18 Retro 'Countdown Pack',men,3,Black,Suede,Zoom Air,39,0,482.0,6097,6.1779441140506
2008-09-27,Air Jordan,Air Jordan 1 Phat Low 'Cement',men,4,White,Leather,Air,39,0,809.0,6062,6.695798917058491
2008-06-23,Air Jordan,Air Jordan 8 Retro 'Countdown Pack' 2008,men,3,White,Leather,Air,39,0,286.0,6158,5.655991810819852
2008-06-27,Nike,Alkaline Trio x Air Zoom Cush Premium 6.0 'Heart and Soul',men,4,Black,Unknown,Basic,39,0,5252.0,6154,8.566364235422688
2008-11-22,Air Jordan,Jordan Melo 5 'Black',men,3,Black,Unknown,Air,39,0,816.0,6006,6.704414354964107
2008-10-01,Nike,Air Penny 2 'Black Royal',men,3,Black,Unknown,Air,39,0,1070.0,6058,6.975413927455952
2008-05-24,Air Jordan,Air Jordan 6 Retro 'Countdown Pack',men,2,White,Leather,Air,39,0,319.0,6188,5.765191102784844
2008-12-18,Air Jordan,Air Jordan 2 Retro 'Eminem',men,3,Black,Unknown,Air,39,0,10475.0,5980,9.25674674479034
2008-07-03,Air Jordan,Air Jordan 7 Retro OC 'Miro Olympic',men,6,White,Leather,Air,39,0,2610.0,6148,7.867105500316739
2008-06-07,Air Jordan,Air Jordan 6 Retro 'Olympic',men,5,White,Leather,Air,39,0,354.0,6174,5.869296913133774
2008-06-21,Air Jordan,Air Jordan 16/7 Retro 'Countdown Pack',men,2,Multi-Color,Unknown,Zoom Air,39,0,674.0,6160,6.513230110912307
2008-03-01,Air Jordan,Levi's x Air Jordan 1 Retro '23/501 Denim Pack',men,2,Multi-Color,Leather,Air,39,1,688.0,6272,6.5337888379333435
2008-04-26,Air Jordan,Air Jordan 2 Retro 'Countdown Pack',men,2,White,Unknown,Air,39,0,220.0,6216,5.393627546352362
2008-07-12,Nike,Hyperdunk Supreme 'Marty McFly',men,4,Grey,Unknown,Basic,39,1,1298.0,6139,7.168579897264035
2008-01-01,Nike,Zoom Kobe 3 'Orca',men,3,Black,Unknown,Air,39,0,1070.0,6332,6.975413927455952
2009-01-01,Nike,Zoom LeBron 6 'Stewie' Sample,men,8,White,Leather,Zoom Air,39,0,24781.0,5966,10.117832509493988
2009-07-01,Louis Vuitton,Kanye West x Louis Vuitton Don 'Cream',men,1,Tan,Leather,Basic,21,0,10479.0,5785,9.257128533474942
2009-05-30,Air Jordan,Air Jordan 5 Retro 'Raging Bull Pack - 3M',men,3,Black,Unknown,Air,39,0,677.0,5817,6.517671272912275
2009-06-27,Air Jordan,Air Jordan 5 Retro 'Cinder',men,5,White,Unknown,Air,39,0,607.0,5789,6.408528791059498
2009-05-30,Air Jordan,Air Jordan 5 Retro 'Raging Bull Red Suede',men,3,Red,Suede,Air,39,0,441.0,5817,6.089044875446846
2009-07-04,Air Jordan,Air Jordan Fusion 4 'Fire Red',men,4,White,Leather,Air,39,0,462.0,5782,6.135564891081739
2009-08-29,Air Jordan,Air Jordan Fusion 4 'Bred',men,4,Black,Nubuck,Air,39,0,1330.0,5726,7.1929342212158
2009-08-01,Air Jordan,Air Jordan Fusion 4 'Military Blue',men,6,White,Leather,Air,39,0,240.0,5754,5.480638923341991
2009-08-01,Air Jordan,Air Jordan Fusion 4 Premier 'Varsity Royal Cement',men,6,Blue,Nubuck,Air,39,0,611.0,5754,6.415096959171596
2009-08-08,Air Jordan,Air Jordan Fusion 4 'White Cement',men,6,White,Leather,Air,39,0,333.0,5747,5.808142489980444
2009-05-30,Air Jordan,Air Jordan 12 Retro 'Nubuck' 2009,men,3,Black,Unknown,Air,39,1,482.0,5817,6.1779441140506
2009-11-27,Air Jordan,Air Jordan 12 Retro 'Flu Game' 2009,men,3,Black,Unknown,Air,39,0,809.0,5636,6.695798917058491
2009-01-01,Nike,Air Force 1 Low Supreme 'Rio Ferdinand',men,4,White,Unknown,Air,39,0,1330.0,5966,7.1929342212158
2009-05-30,Air Jordan,Air Jordan 5 Retro DMP 'Raging Bull Pack',men,2,Multi-Color,Unknown,Air,39,0,1076.0,5817,6.98100574072173
2009-12-23,Air Jordan,Air Jordan 11 Retro 'Space Jam' 2009,men,3,Black,Unknown,Air,39,0,443.0,5610,6.093569770045136
2009-12-26,Nike,Zoom Kobe 5 'Chaos' 2009,men,4,Purple,Unknown,Air,39,1,1185.0,5607,7.077498053569231
2009-10-30,Air Jordan,Air Jordan 1 Retro Leroy 'Leroy Smith',men,4,Black,Leather,Air,39,0,743.0,5664,6.610696044717759
2009-01-31,Air Jordan,Air Jordan 2009 'S23',men,3,Black,Patent Leather,Zoom Air,39,0,6036.0,5936,8.70549681988774
2009-09-07,Air Jordan,Air Jordan 1 Retro High 'Grand Purple',men,3,White,Leather,Air,39,0,260.0,5717,5.560681631015528
2009-10-16,Nike,Blazer Mid Premium 'Godzilla',men,5,Green,Unknown,Basic,39,0,1003.0,5678,6.910750787961936
2009-02-14,Air Jordan,Air Jordan 2009 'White Metallic Silver',men,4,White,Leather,Zoom Air,39,0,236.0,5922,5.4638318050256105
2009-08-01,Air Jordan,Air Jordan 3 Retro 'True Blue' 2009,men,3,White,Unknown,Air,39,0,351.0,5754,5.860786223465865
2009-08-22,Air Jordan,Air Jordan 7 Retro 'Defining Moments Pack',men,2,Multi-Color,Unknown,Air,39,0,1070.0,5733,6.975413927455952
2010-03-27,Air Jordan,Air Jordan 4 Retro '25th Silver Anniversary',men,3,White,Leather,Air,39,0,482.0,5516,6.1779441140506
2010-11-01,Air Jordan,Air Jordan Fusion 4 Premier 'Black Laser',men,4,Black,Nubuck,Air,39,0,359.0,5297,5.883322388488279
2010-12-27,Air Jordan,Air Jordan Fusion 4 Premier 'White Laser',men,4,White,Leather,Air,39,0,417.0,5241,6.0330862217988015
2010-01-01,Nike,Air Flightposite 2 'Black Midnight Navy',men,7,Black,Foamposite,Zoom Air,39,0,404.0,5601,6.0014148779611505
2010-08-12,Nike,Zoom Kobe 5 TB 'Varsity Red',men,5,Red,Synthetic,Zoom Air,39,0,699.0,5378,6.54965074223381
2010-04-16,Air Jordan,Air Jordan 6 Retro 'Pistons',men,5,Black,Patent Leather,Air,39,0,584.0,5496,6.369900982828227
2010-01-16,Nike,Zoom Kobe 5 'Lakers Away',men,4,Black,Unknown,Air,39,0,2499.0,5586,7.823645930834952
2010-08-02,Nike,Zoom Kobe 5 X 'Ink',men,3,Purple,Unknown,Air,39,0,1300.0,5388,7.170119543449628
2010-02-06,Nike,Zoom Kobe 5 'Bruce Lee' 2010,men,7,Yellow,Unknown,Air,39,0,1092.0,5565,6.9957661563048505
2010-03-05,Nike,Zoom Kobe 5 'Inline',men,4,White,Unknown,Air,39,0,1185.0,5538,7.077498053569231
2010-03-27,Air Jordan,Air Jordan 3 Retro 'Silver Anniversary',men,3,White,Unknown,Air,39,0,546.0,5516,6.302618975744905
2010-12-17,Nike,Fragment Design x Dunk High 'City Pack - Beijing',men,3,Purple,Unknown,Basic,39,0,4920.0,5251,8.501063809486354
2010-05-01,Air Jordan,Air Jordan 11 Retro 'Silver Anniversary',men,3,White,Unknown,Air,39,0,543.0,5481,6.297109319933935
2010-05-14,Air Jordan,Air Jordan 6 Retro 'Lakers',men,6,Black,Leather,Air,39,0,358.0,5468,5.8805329864007
2010-06-09,Air Jordan,Air Jordan 6 Retro Infrared Pack 'White',men,3,White,Leather,Air,39,0,422.0,5442,6.045005314036012
2010-06-01,Nike,Zoom Kobe 5 TB 'Yow Think Pink',men,4,Pink,Unknown,Air,39,0,2638.0,5450,7.87777633327726
2010-06-19,Nike,Air Foamposite One 'Cough Drop' 2010,men,3,Black,Foamposite,Air,39,0,748.0,5432,6.617402977974478
2010-12-23,Air Jordan,Air Jordan 11 Retro 'Cool Grey' 2010,men,4,Grey,Unknown,Air,39,0,415.0,5245,6.028278520230698
2010-03-19,Air Jordan,Air Jordan 6 Retro 'Oreo',men,2,White,Leather,Air,39,0,414.0,5524,6.025865973825314
2010-01-16,Nike,Zoom Kobe 5 'Black Out',men,4,Black,Unknown,Air,39,0,1229.0,5586,7.113956109566034
2010-09-04,Air Jordan,Air Jordan 9 Retro 'Charcoal' 2010,men,5,Black,Unknown,Air,39,0,756.0,5355,6.628041376179533
2010-01-22,Nike,Zoom Kobe 5 'Dark Knight',men,4,Black,Unknown,Air,39,0,1283.0,5580,7.1569563646156364
2010-06-01,Nike,Zoom Kobe 5 'Draft Day',men,4,White,Unknown,Air,39,0,1723.0,5450,7.45182223652793
2011-09-08,Nike,Nike Mag 'Back To The Future',men,4,Grey,Unknown,Basic,39,1,35217.0,4986,10.469284199546632
2011-11-08,Air Jordan,Air Jordan 4 Retro 'Doernbecher',men,6,Black,Nubuck,Air,39,1,2552.0,4925,7.844632644464681
2011-05-14,Air Jordan,Air Jordan 5 Retro 'Wolf Grey',men,5,Grey,Unknown,Air,39,0,496.0,5103,6.206575926724928
2011-07-02,Air Jordan,Air Jordan 5 Retro 'Quai 54' 2011 Friends And Family,men,5,Black,Nubuck,Air,39,0,13092.0,5054,9.47975663562107
2011-04-29,Air Jordan,Air Jordan 5 Retro T23 'Tokyo',men,4,Yellow,Unknown,Air,39,0,951.0,5118,6.85751406254539
2011-07-03,Air Jordan,Air Jordan 5 Retro 'Quai 54' 2011,men,4,White,Unknown,Air,39,0,577.0,5053,6.3578422665081
2011-08-20,Air Jordan,Air Jordan 5 Retro 'Black Metallic' 2011,men,5,Black,Nubuck,Air,39,0,461.0,5005,6.133398042996649
2011-07-02,Air Jordan,Air Jordan 5 Retro 'Olympic 2011',men,5,White,Leather,Air,39,0,377.0,5054,5.932245187448011
2011-02-18,Air Jordan,Air Jordan 5 Retro Premio 'Bin23',men,4,Black,Unknown,Air,39,1,1005.0,5188,6.912742820493176
2011-01-02,Nike,Air Trainer Huarache 'Black',men,5,Black,Unknown,Basic,39,0,809.0,5235,6.695798917058491
2011-11-21,Nike,Zoom Kobe 6 'Dark Knight',men,7,Grey,Synthetic,Zoom Air,39,0,1298.0,4912,7.168579897264035
2011-12-23,Air Jordan,Air Jordan 11 Retro 'Concord' 2011,men,4,White,Unknown,Air,39,0,367.0,4880,5.905361848054571
2011-07-26,Air Jordan,Air Jordan 13 Retro 'Ray Allen' PE,men,2,Green,Leather,Zoom Air,39,0,1816.0,5030,7.504391559161238
2011-06-04,Nike,Zoom Kobe 6 'Italian Camo',men,4,Green,Synthetic,Zoom Air,39,0,734.0,5082,6.598509028614515
2011-08-26,Nike,Zoom Kobe 6 'Think Pink',men,4,Pink,Synthetic,Zoom Air,39,0,2854.0,4999,7.956476798036782
2011-02-17,Nike,Zoom Kobe 6 'All-Star' 2011,men,4,Red,Synthetic,Zoom Air,39,0,502.0,5189,6.218600119691729
2011-03-05,Nike,Zoom Kobe 6 Supreme 'Rice',men,5,Green,Synthetic,Zoom Air,39,0,1186.0,5173,7.078341579557671
2011-02-25,Nike,Zoom Kobe 6 'Medium Grey Gorge Green',men,5,Grey,Synthetic,Zoom Air,39,0,336.0,5181,5.817111159963204
2011-01-15,Nike,Zoom Kobe 6 'Concord',men,5,White,Synthetic,Zoom Air,39,0,2358.0,5222,7.765569081097317
2011-04-01,Nike,Zoom Kobe 6 'White Del Sol' 2011,men,6,White,Synthetic,Zoom Air,39,0,1017.0,5146,6.92461239604856
2011-04-20,Nike,Dunk High Pro SB 'Cheech And Chong',men,6,White,Unknown,Zoom Air,39,0,1397.0,5127,7.242082359256962
2011-02-26,Air Jordan,Air Jordan 3 'Black History Month',men,3,Black,Unknown,Air,39,0,384.0,5180,5.950642552587727
2011-09-30,Nike,Total Air Foamposite Max 'Black Anthracite' 2011,men,3,Black,Foamposite,Air,39,0,2432.0,4964,7.796469243086058
2011-03-04,Air Jordan,CMFT 11 Viz Air,men,4,White,Unknown,Basic,39,0,292.0,5174,5.676753802268282
2012-05-12,Air Jordan,Air Jordan 4 Retro 'Cavs' Sample,men,5,Black,Nubuck,Air,39,0,560.0,4739,6.327936783729195
2012-08-04,Air Jordan,Air Jordan 4 Retro 'Fire Red' 2012,men,4,White,Leather,Air,39,0,371.0,4655,5.916202062607435
2012-02-18,Air Jordan,Air Jordan 4 Retro 'White Cement' 2012,men,4,White,Leather,Air,39,0,430.0,4823,6.063785208687608
2012-11-01,Air Jordan,Air Jordan 4 Retro 'Bred' 2012,men,5,Black,Nubuck,Air,39,0,430.0,4566,6.063785208687608
2012-06-09,Air Jordan,Air Jordan 4 Retro 'Military Blue' 2012,men,5,White,Leather,Air,39,0,503.0,4711,6.220590170099739
2012-12-22,Air Jordan,Air Jordan 4 Retro 'Thunder' 2012,men,4,Black,Nubuck,Air,39,0,339.0,4515,5.82600010738045
2012-05-12,Air Jordan,Air Jordan 4 Retro 'Cavs',men,5,Black,Nubuck,Air,39,1,619.0,4739,6.428105272684596
2012-08-01,Nike,Air Foamposite One 'Paranorman',men,3,Black,Foamposite,Air,39,1,11028.0,4658,9.308192772143688
2012-11-15,Nike,Air Force 180 Mid 'White Grey Emerald',men,5,White,Unknown,Basic,39,0,785.0,4552,6.665683717782408
2012-09-29,Nike,Lunar Hyperdunk 2012 'Gold Medal',men,4,White,Unknown,Basic,39,0,230.0,4599,5.438079308923196
2012-01-01,Nike,LeBron 9 'Miami Heat Home',men,5,White,Unknown,Boost,39,0,381.0,4871,5.942799375126701
2012-12-31,Nike,Air Max 95 OG 'Neon' 2012,men,3,White,Unknown,Air,39,0,485.0,4506,6.184148890937483
2012-06-29,Nike,Hyperdunk 2012+ 'Sport Pack',men,5,Black,Unknown,Basic,39,0,155.0,4691,5.043425116919247
2012-07-20,Nike,Dunk Low Pro Sb,men,4,Blue,Unknown,Zoom Air,39,0,1593.0,4670,7.373374309910049
2012-05-16,Nike,Tom Sachs x NikeCraft Mars Yard,men,3,Brown,Unknown,Basic,39,0,16485.0,4735,9.710206155505832
2012-05-10,Nike,Air Max Barkley,men,4,White,Unknown,Air,39,0,57.0,4741,4.04305126783455
2012-09-20,Nike,Total Air Foamposite Max 'Tim Duncan',men,4,Blue,Foamposite,Air,39,0,681.0,4608,6.523562306149512
2012-06-16,Air Jordan,Jordan SC-2 'Black University Gold',men,5,Black,Unknown,Air,39,0,52.0,4704,3.9512437185814275
2012-04-03,Nike,Air Griffey Max 1 'Home Run Derby',men,2,White,Unknown,Air,39,0,606.0,4778,6.406879986069314
2012-11-02,Nike,LeBron 10+ 'Pressure',men,4,Black,Unknown,Air,39,0,380.0,4565,5.940171252720432
2012-09-05,Nike,Air Yeezy 2 NRG 'Solar Red' Sample,men,3,Black,Leather,Air,39,0,7944.0,4623,8.980172205725008
2012-03-03,Nike,Zoom Kobe 7 System 'Duke',men,3,Black,Unknown,Cushlon,39,0,805.0,4809,6.690842277418564
2012-07-07,Nike,Zoom Kobe 7 System 'Obsidian Gold',men,6,Blue,Unknown,Cushlon,39,0,339.0,4683,5.82600010738045
2012-11-07,Nike,Air Force 1,men,4,Green,Unknown,Air,39,0,100.0,4560,4.605170185988092
2013-07-13,Air Jordan,Air Jordan 4 Retro 'Toro Bravo',men,6,Red,Nubuck,Air,39,0,564.0,4312,6.335054251498059
2013-11-02,Air Jordan,Air Jordan 5 Retro 'Laney' 2013,men,6,White,Unknown,Air,39,0,393.0,4200,5.973809611869261
2013-05-04,Air Jordan,Air Jordan 5 Retro 'Grape' 2013,men,4,White,Unknown,Air,39,0,349.0,4382,5.855071922202427
2013-06-15,Air Jordan,Air Jordan 5 Retro 'Black Grape',men,4,Black,Unknown,Air,39,0,505.0,4340,6.22455842927536
2013-08-17,Air Jordan,Air Jordan 4 Retro 'Green Glow',men,7,Grey,Nubuck,Air,39,0,546.0,4277,6.302618975744905
2013-08-24,Air Jordan,Air Jordan 4 Retro 'Fear' 2013,men,6,Black,Nubuck,Air,39,0,482.0,4270,6.1779441140506
2013-11-29,Air Jordan,Air Jordan 5 Retro 'Oreo' 2013,men,4,Black,Unknown,Air,39,0,317.0,4173,5.75890177387728
2013-01-26,Air Jordan,Air Jordan 5 Retro 'White Fire Red' 2013,men,4,White,Leather,Air,39,0,269.0,4480,5.594711379601839
2013-10-05,Air Jordan,Air Jordan 5 Retro 'Bel Air',men,6,Grey,Nubuck,Air,39,0,669.0,4228,6.505784060128229
2013-08-24,Air Jordan,Air Jordan 5 Retro 'Fear',men,4,Grey,Unknown,Air,39,0,430.0,4270,6.063785208687608
2013-12-31,Air Jordan,Air Jordan 5 Retro 3Lab5 'Infrared',men,3,Black,Unknown,Air,39,0,460.0,4141,6.131226489483141
2013-09-21,Air Jordan,Air Jordan 5 Retro '3Lab5',men,3,Grey,Unknown,Air,39,0,311.0,4242,5.739792912179234
2013-09-29,Air Jordan,Air Jordan 5 Retro 'Shanghai Shen',men,4,Black,Unknown,Air,39,1,456.0,4234,6.1224928095143865
2013-09-14,Air Jordan,Air Jordan 5 Retro DB 'Doernbecher',men,2,Black,Unknown,Air,39,0,823.0,4249,6.71295620067707
2013-08-31,Air Jordan,Air Jordan 5 Retro 'Fire Red' 2013,men,4,White,Leather,Air,39,0,393.0,4263,5.973809611869261
2013-01-22,Air Jordan,Air Jordan 1 Mid 'UNC',men,3,White,Leather,Air,39,0,260.0,4484,5.560681631015528
2013-11-29,Nike,KD 6 'Maryland Blue Crab',men,7,Blue,Unknown,Air,39,0,1635.0,4173,7.399398083331354
