url,release_date,brand_name,model,gender,len_colorway,main_color,upper_material,technology,len_size,unique,price,days_since_release
https://www.goat.com/sneakers/air-jordan-1-retro-mid-dark-concord-554724-019,2014-04-27,Air Jordan,Air Jordan 1 Retro Mid 'Dark Concord',men,3,Black,Leather,Air,39,0,177.0,4024
https://www.goat.com/sneakers/air-force-1-low-miami-heat-488298-617,2014-04-12,Nike,Air Force 1 Low 'Miami Heat',men,4,Red,,Air,39,0,368.0,4039
https://www.goat.com/sneakers/air-force-1-488298-050,2014-04-12,Nike,Air Force 1,men,4,Black,,Air,39,0,346.0,4039
https://www.goat.com/sneakers/nike-air-max-95-men-s-shoe-609048-092,2014-09-05,Nike,Air Max 95 'Triple Black',men,3,Black,,Air,39,0,521.0,3893
https://www.goat.com/sneakers/kobe-9-pop-art,2014-05-17,Nike,Kobe 9 EM 'Pop Art',men,6,Multi-Color,Mesh,Lunarlon,39,0,1158.0,4004
https://www.goat.com/sneakers/kobe-9-cobalt,2014-07-25,Nike,Kobe 9 EM 'Hyper Cobalt',men,7,Blue,Mesh,Lunarlon,39,0,1131.0,3935
https://www.goat.com/sneakers/kobe-9-high-krm-ext-men-s-shoe-716993-001,2014-12-31,Nike,Kobe 9 High KRM EXT 'Black Mamba',men,2,Black,Leather,Lunarlon,39,0,494.0,3776
https://www.goat.com/sneakers/golf-wang-x-old-skool-pro-s-vn-0qhmf5e,2014-07-18,Vans,Golf Wang x Old Skool Pro 'S',men,2,Blue,,,26,1,650.0,3942
https://www.goat.com/sneakers/air-dt-max-96-deion-sanders-316408-005,2014-02-27,Nike,Air DT Max 96 'Deion Sanders',men,5,Silver,,Air,39,0,,4083
https://www.goat.com/sneakers/eminem-x-carhartt-x-air-jordan-4-ecaj4,2015-11-23,Air Jordan,Eminem x Carhartt x Air Jordan 4 Retro 'Black Chrome',men,3,Black,Canvas,Air,39,1,26080.0,3449
https://www.goat.com/sneakers/air-trainer-cruz-wolf-grey-777535-001,2015-12-11,Nike,Air Trainer Cruz 'Wolf Grey',men,3,Grey,,Air,39,0,173.0,3431
https://www.goat.com/sneakers/air-tr-cruz-wheat-812637-700,2015-11-20,Nike,Air TR Cruz 'Wheat',men,3,Tan,,Air,39,0,106.0,3452
https://www.goat.com/sneakers/air-jordan-4-retro-11lab4-719864-010,2015-04-25,Air Jordan,Air Jordan 4 Retro '11Lab4 - Black',men,2,Black,Patent Leather,Air,39,0,556.0,3661
https://www.goat.com/sneakers/air-jordan-4-laser-705333-105,2015-02-13,Air Jordan,Air Jordan 4 Retro '30th Anniversary Laser',men,4,White,Leather,Air,39,0,457.0,3732
https://www.goat.com/sneakers/air-jordan-5-retro-metallic-white-136027-130,2015-04-04,Air Jordan,Air Jordan 5 Retro 'White Metallic' 2015,men,4,White,Leather,Air,39,0,403.0,3682
https://www.goat.com/sneakers/air-jordan-4-retro-30th-teal-705331-330,2015-03-14,Air Jordan,Air Jordan 4 Retro 'Teal',men,4,Teal,Leather,Air,39,0,456.0,3703
https://www.goat.com/sneakers/air-jordan-4-retro-ls-oreo-314254-003,2015-02-21,Air Jordan,Air Jordan 4 Retro LS 'Oreo' 2015,men,4,Black,Leather,Air,39,0,389.0,3724
https://www.goat.com/sneakers/supreme-x-air-jordan-5-retro-black-824371-001,2015-10-16,Air Jordan,Supreme x Air Jordan 5 Retro 'Black',men,3,Black,,Air,39,1,835.0,3487
https://www.goat.com/sneakers/air-jordan-11lab4-red-719864-600,2015-07-11,Air Jordan,Air Jordan 4 Retro '11Lab4 - Red',men,4,Red,Patent Leather,Air,39,0,663.0,3584
https://www.goat.com/sneakers/supreme-x-air-jordan-5-retro-desert-camo-824371-201,2015-10-16,Air Jordan,Supreme x Air Jordan 5 Retro 'Desert Camo',men,4,Multi-Color,,Air,39,1,564.0,3487
https://www.goat.com/sneakers/air-jordan-5-hornets-136027-405,2015-05-02,Air Jordan,Air Jordan 5 Retro 'Pre-Grape',men,4,Blue,,Air,39,0,275.0,3654
https://www.goat.com/sneakers/sbtg-x-air-jordan-4-sawtooth-sawtooth-aj4,2015-08-10,Air Jordan,SBTG x Air Jordan 4 Retro 'Sawtooth',men,3,Black,Leather,Air,39,0,,3554
https://www.goat.com/sneakers/supreme-x-air-jordan-5-retro-white-824371-101,2015-10-16,Air Jordan,Supreme x Air Jordan 5 Retro 'White',men,4,White,,Air,39,1,525.0,3487
https://www.goat.com/sneakers/air-jordan-5-retro-pro-stars-136027-115,2015-06-06,Air Jordan,Air Jordan 5 Retro 'Pro Stars',men,5,White,,Air,39,0,300.0,3619
https://www.goat.com/sneakers/air-jordan-4-retro-ls-legend-blue-314254-107,2015-01-10,Air Jordan,Air Jordan 4 Retro LS 'Columbia',men,5,White,Leather,Air,39,0,364.0,3766
https://www.goat.com/sneakers/air-jordan-1-retro-high-og-shattered-backboard-555088-005,2015-06-26,Air Jordan,Air Jordan 1 Retro High OG 'Shattered Backboard' 2015,men,3,Orange,Leather,Air,39,0,705.0,3599
https://www.goat.com/sneakers/air-jordan-1-retro-high-og-chicago-555088-101,2015-05-29,Air Jordan,Air Jordan 1 Retro High OG 'Chicago' 2015,men,4,Red,Leather,Air,23,0,1005.0,3627
https://www.goat.com/sneakers/air-jordan-13-retro-low-bred-310810-027,2015-06-13,Air Jordan,Air Jordan 13 Retro Low 'Bred',men,6,Black,Leather,Zoom Air,39,0,266.0,3612
https://www.goat.com/sneakers/air-jordan-7-retro-marvin-the-martian-304775-029,2015-08-15,Air Jordan,Air Jordan 7 Retro 'Marvin the Martian',men,4,Black,Leather,Air,39,0,253.0,3549
https://www.goat.com/sneakers/air-jordan-20-retro-playoffs-310455-003,2015-06-06,Air Jordan,Air Jordan 20 Retro 'Playoffs',men,4,Black,Leather,Independent Podular Suspension,39,0,360.0,3619
https://www.goat.com/sneakers/air-jordan-8-retro-aqua-2015-305381-025,2015-11-27,Air Jordan,Air Jordan 8 Retro 'Aqua' 2015,men,5,Black,Durabuck,Air,39,0,363.0,3445
https://www.goat.com/sneakers/zoom-kobe-venomenon-5-749884-001,2015-01-03,Nike,Zoom Kobe Venomenon 5 'Black',men,2,Black,,Air,39,0,143.0,3773
